signature,Preferred contact method,Assessment Facilitator,The assessment was completed on,head_name,head_NHI,Last name,First name,NHI number,Title_form,Marital status,Gender,Address,Type of residence,Relationship to others in the household,Date of birth,Ethnicity,Preferred language,Interpreter required,Community services card ,CSC expiry date,Home phone,Mobile,Email,Work phone,Name of GP,GP’s phone number,Primary disability,Interim eligibility,Disability / Diagnosis details,Reason for assessment / referral to Taikura Trust,Residency status,ACC claimant,Case manager name,Other information (e.g. alternative name),Any reports to share please list them below,Client Details,This assessment belongs to,Alt_Last name,alt_First name,Alt_Address,Alt_Home phone,Alt_Email,Alt_Mobile,Alt_Work phone,Alt_Relationship to client,Alt_Date of birth,Fixed_alternative contact details,​​E_ Last name​ ,​​E_ First name​ ,​​E_ Address​,​​E_Home phone​ ,​​E_ Mobile​,​​E_ Email​,​​E_ Work phone​,​​E_ Relationship to client​,​​E_ Date of birth​,​​E_ Client’s legal representative,E_Living with parents / guardians​,​​E_ Preferred contact​,It is necessary to complete this assessment to identify my resources abilities goals and disability support needs.,I shall receive a copy of my assessment.,I have the right to see and correct any personal information kept about me.,The supply of information is voluntary.,If I do not supply information it may mean that my disability support needs will not be identified and assessed correctly which may result in the support services I need not being made available.,This assessment does not decide if I am eligible for government home based support or residential care.,Fixed_emergency contact details,consent for information,I Consent to,Taikura Trust using this information to help support my disability support needs (through service coordination).,Taikura Trust accessing my medical reports which clarify my disability and/or my health concerns.,Relevant information from my assessment being shared with MOH Health Professionals and/or my Service Provider to support my safety and well-being.,My assessment being stored by Taikura Trust.,A person or agency I do not want to receive or supply information is (please list):,Name of person completing assessment if not the disabled person,Relationship to disabled person,enter the date here,those present / those consulted,Assessment type,First contact date,needs assessment,Non verbal,Communication aids – gestures signs and computer,Read and write able to use phone,Receptive / expressive skills,Uses visual,Narrative:  (e.g. Understanding language clarity of speech etc.),Blind or nearly blind,Deaf or nearly deaf,Hearing impaired,Speech impaired,Vision impaired,Narrative:  (e.g. Tactile etc.),Driving,Getting up after a fall,Moving around inside home,Transfers e.g. wheelchair to car bed to chair,Using arms hands or fingers,Wheelchair user (inside / outside of home),Falling / history of falling,Moving around in the community,Moving around outside home,Two to one assistance for all transfers,Using transport as a passenger,mad_Narrative:,Garden / lawns,Laundry,Meal preparation,Administering personal finances e.g. banking or paying bills,Home safety e.g. locking doors safe appliance use,Operating home heating appliances fireplace etc.,Shopping for necessary items e.g. groceries,Other housework e.g. cleaning tidying vacuuming dishes rubbish disposal,Narrative:,Dressing and / or undressing,spc3_Faecal smearing,Managing / preventing health problems,Menstrual management,Night settling,Bed mobility e.g. rolling over getting out,Eating and drinking,Grooming and caring for body parts e.g. feet teeth hair nails etc.,Managing medication,Night Care – turning / changing positions,Toileting using toilet facilities,Spc_narrative,Faecal continence,Urinary continence,Harm to others,Motivation,Repetitive ,Self-harming,Socially inappropriate,Withdrawn,Mood and emotion e.g. anxiety depression unstable mood,Property damage,Routine,Sleep and night behaviour e.g. insomnia excessive sleep,Unsafe wandering,Attention e.g. concentration,Memory,Intellectual ability i.e. thinking understanding,Orientation e.g. to time of day place person,Learning ability i.e. acquiring skills of reading writing language calculating copying etc.,mc_narrative,Daily prompts,Needs 24 hour supervision,Some for safety,Additional information:,Community participation e.g. outings shopping local events,Cultural / spiritual support e.g. church Marae local cultural groups local iwi,Educational support e.g. RTLB MOE-SE Specialist Teachers,Family life e.g. social work support Strengthening Families Child Youth & Family,Meaningful day activity,Recreational activities e.g. sports clubs craft groups youth groups,Socialisation e.g. with peers friends family,Vocational support e.g. WINZ Community Employment Trusts Workbridge,Rs_narrative,Ghd1,Ghd2,Ghd3,Ghd4,ghps1,ghps2,ghps3,ghps4,hhm_Faecal smearing,CI1,CI2,CI3,CI4,CI5,Carers signature,CI_date,Cd_ Last name,cd_Address,cd_First name,CD_Relationship to client,CD_Date of birth,CD_Describe your health and wellbeing:,cd_Your commitments:,CD_Do you have any other concerns?,INCP1,INCP2,INCP3,INCP4,INN1,INN2,INN3,INN4,INW1,INW2,INW3,INW4,CTA,Disabled persons or representatives signature,CTA_date,CTA2,Assessment_facilitators_signature	,CTA2_date,Correspondence to,Post Address,By Email,Email address
"1594ed29-553c-4bc5-9d32-fd5b92b9dbc9.png",,,,,,,,"sdbifucausc",,,,,,,,,,"False",,,,,,,,,,,,,,,,,,"Client Details",,,,,,,,,,,"Alternative Contact Details",,,,,,,,,,,,,,,,,,,"I.e. for X to be supported to explore options; to have a break, to be independent in 
personal cares,
 to manage household tasks, to understand/manage behaviours.","consent for information","I Consent to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"False","False","False","False","False","False","False","False","False","False","False",,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",,"False","False","False",,"False","False","False","False","False","False","False","False",,,,,,,,,,,"False","False","False","False","False","5573e8ff-caca-4f91-b38c-ac6963417755.png",,,,,,,,,,,,,,,,,,,,,,"False","9158cd92-23a9-4372-ad45-24e2076a6947.png",,"False","eafadfe7-394d-4c64-b022-a9d40794d86d.png",,,,"False",
"14a67b23-bca2-4a3a-bb2b-753937dcfbe7.png",,,,,,,,"sesdfh",,,,,,,,,,"False",,,,,,,,,,,,,,,,,,"Client Details",,,,,,,,,,,"Alternative Contact Details",,,,,,,,,,,,,,,,,,,"I.e. for X to be supported to explore options; to have a break, to be independent in 
personal cares,
 to manage household tasks, to understand/manage behaviours.","consent for information","I Consent to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"False","False","False","False","False","False","False","False","False","False","False",,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",,"False","False","False",,"False","False","False","False","False","False","False","False",,,,,,,,,,,"False","False","False","False","False","1d707be8-d5b0-42a1-a265-072936b226cc.png",,,,,,,,,,,,,,,,,,,,,,"False","05f497a3-eaa4-408b-80bb-22ad84e10a39.png",,"False","f01583b7-d65b-4f3d-b279-8d4ba4578407.png",,,,"False",
"2cb1b697-d3c9-48bb-ab34-02c91d89042d.png",,,,,,,,"test9",,,,,,,,,,"False",,,,,,,,,,,,,,,,,,"Client Details",,,,,,,,,,,"Alternative Contact Details",,,,,,,,,,,,,,,,,,,"I.e. for X to be supported to explore options; to have a break, to be independent in 
personal cares,
 to manage household tasks, to understand/manage behaviours.","consent for information","I Consent to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"False","False","False","False","False","False","False","False","False","False","False",,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",,"False","False","False",,"False","False","False","False","False","False","False","False",,,,,,,,,,,"False","False","False","False","False","9729ec29-244a-43e1-9d31-baa63ac33287.png",,,,,,,,,,,,,,,,,,,,,,"False","15d6e64d-9bfa-4d70-b891-590c3daa57fd.png",,"False","f6ee7fcd-36fb-437a-b2d0-eab7699237ef.png",,,,"False",
"7cd0444e-dc6d-496f-a23f-d7012cad7799.png",,,,,,,,"test10",,,,,,,,,,"False",,,,,,,,,,,,,,,,,,"Client Details",,,,,,,,,,,"Alternative Contact Details",,,,,,,,,,,,,,,,,,,"I.e. for X to be supported to explore options; to have a break, to be independent in 
personal cares,
 to manage household tasks, to understand/manage behaviours.","consent for information","I Consent to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"False","False","False","False","False","False","False","False","False","False","False",,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",,"False","False","False",,"False","False","False","False","False","False","False","False",,,,,,,,,,,"False","False","False","False","False","dc79798d-6042-4ebf-a8ad-3f88613a504b.png",,,,,,,,,,,,,,,,,,,,,,"False","7f9abf90-ac89-486f-b96f-6849701459bf.png",,"False","6ec6d0ef-d8f8-41bf-89fa-ef32d891726c.png",,,,"False",
"18cd4aeb-ae15-4101-a50a-73d5c20796ae.png",,,,,,,,"test11",,,,,,,,,,"False",,,,,,,,,,,,,,,,,,"Client Details",,,,,,,,,,,"Alternative Contact Details",,,,,,,,,,,,,,,,,,,"I.e. for X to be supported to explore options; to have a break, to be independent in 
personal cares,
 to manage household tasks, to understand/manage behaviours.","consent for information","I Consent to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"False","False","False","False","False","False","False","False","False","False","False",,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",,"False","False","False",,"False","False","False","False","False","False","False","False",,,,,,,,,,,"False","False","False","False","False","e6e43b13-0ac3-4c50-a320-4028d9ca22c6.png",,,,,,,,,,,,,,,,,,,,,,"False","514a1c85-4eca-4c64-a6c6-84d750a38901.png",,"False","b5dceaa8-3f30-4f2d-95df-42be81e90032.png",,,,"False",
"5a5026e7-7a1f-405c-ab0b-6de42410a5c3.png",,,,,,,,"test12",,,,,,,,,,"False",,,,,,,,,,,,,,,,,,"Client Details",,,,,,,,,,,"Alternative Contact Details",,,,,,,,,,,,,,,,,,,"I.e. for X to be supported to explore options; to have a break, to be independent in 
personal cares,
 to manage household tasks, to understand/manage behaviours.","consent for information","I Consent to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"False","False","False","False","False","False","False","False","False","False","False",,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",,"False","False","False",,"False","False","False","False","False","False","False","False",,,,,,,,,,,"False","False","False","False","False","0339f2ca-6b1f-43ec-a1b5-d57c72f48fbb.png",,,,,,,,,,,,,,,,,,,,,,"False","c14e3402-94cc-44cc-b49e-c56c3955dacb.png",,"False","c923fd95-28b9-434c-904a-ccb04b7e4dcf.png",,,,"False",
"2849dc1e-65ea-4158-8b30-332d025d7f31.png",,,,,,,,"NHI_Final",,,,,,,,,,"False",,,,,,,,,,,,,,,,,,"Client Details",,,,,,,,,,,"Alternative Contact Details",,,,,,,,,,,,,,,,,,,"I.e. for X to be supported to explore options; to have a break, to be independent in 
personal cares,
 to manage household tasks, to understand/manage behaviours.","consent for information","I Consent to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"False","False","False","False","False","False","False","False","False","False","False",,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",,"False","False","False",,"False","False","False","False","False","False","False","False",,,,,,,,,,,"False","False","False","False","False","ccdd90d9-40a9-49a8-87ff-39dcf01b30d8.png",,,,,,,,,,,,,,,,,,,,,,"False","3336af01-f02d-4dac-b2a6-222477dae46c.png",,"False","c3d131b8-0171-4568-944f-d9d362dda236.png",,,,"False",
"38e4d547-1d12-4732-b970-7dc0e8754b20.png",,,,,"madhu_123",,,"madhu_123",,,,,,,,,,"False",,,,,,,,,,,,,,,,,,"Client Details",,,,,,,,,,,"Alternative Contact Details",,,,,,,,,,,,,,,,,,,"I.e. for X to be supported to explore options; to have a break, to be independent in 
personal cares,
 to manage household tasks, to understand/manage behaviours.","consent for information","I Consent to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"False","False","False","False","False","False","False","False","False","False","False",,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",,"False","False","False",,"False","False","False","False","False","False","False","False",,,,,,,,,,,"False","False","False","False","False","e24693f7-6349-4474-97d7-6d1cd937bc7a.png",,,,,,,,,,,,,,,,,,,,,,"False","cfeb38a2-6788-4d12-abcc-1ce0b015b6e5.png",,"False","d0cd34e5-57b6-4d29-9789-8aa3beec4b54.png",,,,"False",
"7bffe8cf-5add-4209-a871-9b8f04b25505.png",,,,,,,,"klsdfhlshdf",,,,,,,,,,"False",,,,,,,,,,,,,,,,,,"Client Details",,,,,,,,,,,"Alternative Contact Details",,,,,,,,,,,,,,,,,,,"I.e. for X to be supported to explore options; to have a break, to be independent in 
personal cares,
 to manage household tasks, to understand/manage behaviours.","consent for information","I Consent to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"False","False","False","False","False","False","False","False","False","False","False",,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",,"False","False","False",,"False","False","False","False","False","False","False","False",,,,,,,,,,,"False","False","False","False","False","9bb6e78b-1631-4239-924e-b0ce6f06aa1d.png",,,,,,,,,,,,,,,,,,,,,,"False","9bfcd19c-a583-48ad-ab87-bca043c29f85.png",,"False","529f56ad-a6f4-4bb3-914e-4c4eee55d382.png",,,,"False",
"0a920b41-9568-4886-a026-6dd0b9a94cad.png",,,,"jskbfksjf",,"ksDN;ldlvn",,"test15",,"single","Male",,,,,,,"False",,,,,,,,,,,,,,,,,,"Client Details",,,,,,,,,,,"Alternative Contact Details",,,,,,,,,,,,,,,,,,,"I.e. for X to be supported to explore options; to have a break, to be independent in 
personal cares,
 to manage household tasks, to understand/manage behaviours.","consent for information","I Consent to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"False","False","False","False","False","False","False","False","False","False","False",,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",,"False","False","False",,"False","False","False","False","False","False","False","False",,,,,,,,,,,"False","False","False","False","False","5157fd5c-3f4c-4c73-af92-b11fdcacad1d.png",,,,,,,,,,,,,,,,,,,,,,"False","534fc972-b323-4f8f-a21e-c631eab027cd.png",,"False","409643b5-4c69-4b94-b61a-0ebb496ab088.png",,,,"False",
